loss,params,iteration,run_time
0.5243063271045685,"{'drop_out': 0.1, 'first_layer_dense': 68, 'hidden_layer_activation': 'selu', 'optimizer': 'Adagrad', 'output_layer_activation': 'relu', 'second_layer_dense': 42, 'third_layer_dense': 32}",1,3.8461216569994576
0.11764705181121826,"{'drop_out': 0.2, 'first_layer_dense': 36, 'hidden_layer_activation': 'sigmoid', 'optimizer': 'Adamax', 'output_layer_activation': 'relu', 'second_layer_dense': 39, 'third_layer_dense': 29}",2,3.9887787939951522
0.5378468334674835,"{'drop_out': 0.4, 'first_layer_dense': 95, 'hidden_layer_activation': 'relu', 'optimizer': 'SGD', 'output_layer_activation': 'relu', 'second_layer_dense': 50, 'third_layer_dense': 26}",3,4.370600684997044
0.5207547247409821,"{'drop_out': 0.1, 'first_layer_dense': 78, 'hidden_layer_activation': 'selu', 'optimizer': 'Adam', 'output_layer_activation': 'relu', 'second_layer_dense': 31, 'third_layer_dense': 19}",4,5.499509444998694
0.532963365316391,"{'drop_out': 0.30000000000000004, 'first_layer_dense': 116, 'hidden_layer_activation': 'tanh', 'optimizer': 'Adagrad', 'output_layer_activation': 'relu', 'second_layer_dense': 48, 'third_layer_dense': 10}",5,5.36281976600003
0.49278581142425537,"{'drop_out': 0.4, 'first_layer_dense': 83, 'hidden_layer_activation': 'tanh', 'optimizer': 'Adagrad', 'output_layer_activation': 'tanh', 'second_layer_dense': 39, 'third_layer_dense': 18}",6,6.10214834198996
0.5453940033912659,"{'drop_out': 0.2, 'first_layer_dense': 115, 'hidden_layer_activation': 'selu', 'optimizer': 'NAdam', 'output_layer_activation': 'relu', 'second_layer_dense': 37, 'third_layer_dense': 24}",7,7.80208019100246
0.013762474060058594,"{'drop_out': 0.4, 'first_layer_dense': 69, 'hidden_layer_activation': 'softmax', 'optimizer': 'NAdam', 'output_layer_activation': 'sigmoid', 'second_layer_dense': 46, 'third_layer_dense': 16}",8,8.343062212006771
0.49700331687927246,"{'drop_out': 0.2, 'first_layer_dense': 144, 'hidden_layer_activation': 'sigmoid', 'optimizer': 'RMSprop', 'output_layer_activation': 'relu', 'second_layer_dense': 39, 'third_layer_dense': 22}",9,8.662786000000779
0.9615982249379158,"{'drop_out': 0.5, 'first_layer_dense': 106, 'hidden_layer_activation': 'relu', 'optimizer': 'RMSprop', 'output_layer_activation': 'elu', 'second_layer_dense': 41, 'third_layer_dense': 26}",10,8.886962884003879
0.4894561767578125,"{'drop_out': 0.30000000000000004, 'first_layer_dense': 77, 'hidden_layer_activation': 'elu', 'optimizer': 'NAdam', 'output_layer_activation': 'softmax', 'second_layer_dense': 44, 'third_layer_dense': 22}",11,10.132211960997665
